episode,step,episode_return,episode_length
339,201897,-63.92161331972387,600
340,202497,-0.6064662366555038,600
341,203097,-37.26693293861197,600
342,203697,-334.01982313868325,600
343,204297,-1.6290775210743516,600
344,204897,-480.41589990242875,600
345,205497,-175.2479768785881,600
346,206097,-210.21772389872186,600
347,206697,-563.5022645252934,600
348,207297,-407.3291175470145,600
349,207897,-477.9201709536527,600
350,208497,-3.8254445309372507,600
351,209097,-262.1848681501719,600
352,209697,-65.30552457158359,600
353,210297,0.3240557427049882,600
354,210897,-357.3222539141415,600
355,211497,-0.2526587887807889,600
356,212097,-0.35168498529699516,600
357,212697,-343.49914343032526,600
358,213297,-569.9470907063505,600
359,213897,-0.16905182383586886,600
360,214497,-154.19691941701493,600
361,215097,-0.23911684208385647,600
362,215697,-0.10009330115670106,600
363,216297,0.014956050312068536,600
364,216897,-312.8697525944344,600
365,217497,0.3848529453277681,600
366,218097,-460.9200702646905,600
367,218697,-443.96859307566706,600
368,219297,-9.196381067717185,600
369,219897,-96.95967769865769,600
370,220497,-462.1052245034263,600
371,221097,-514.1576203683813,600
372,221697,0.2771268497014919,600
373,222297,-294.8902253879748,600
374,222897,-190.04134461966854,600
375,223497,-12.087286075850143,600
376,224097,-158.35506643655663,600
377,224697,-41.26266092566862,600
378,225297,-351.5774317227239,600
379,225897,-179.41007281986325,600
380,226497,0.060148780306664984,600
381,227097,-6.911538578039144,600
382,227697,-4.470738398601844,600
383,228297,-0.3459791523348738,600
384,228897,-393.1350563641645,600
385,229497,-0.8105192326580117,600
386,230097,-366.0773380132803,600
387,230697,-0.003975321542636967,600
388,231297,-279.59236454677153,600
389,231897,0.15300101340082822,600
390,232497,-2.2913840527069502,600
391,233097,0.052966650487835276,600
392,233697,-88.26032177994401,600
393,234297,-239.53504490920972,600
394,234897,-437.335751405724,600
395,235497,-591.8727914797478,600
396,236097,-309.50016420469655,600
397,236697,-539.3555947921966,600
398,237297,-193.88243732630468,600
399,237897,-0.12895673632399646,600
400,238497,-4.992365191814696,600
401,239097,-4.124509668611424,600
402,239697,-466.60900934254965,600
403,240297,-106.02698662489877,600
404,240897,-450.5347760982054,600
405,241497,-0.3035239572748449,600
406,242097,-430.8063158011599,600
407,242697,-0.46681275628715535,600
408,243297,0.045373974280412066,600
409,243897,0.2070174793768476,600
410,244497,-285.0116174660035,600
411,245097,-0.3392738689110754,600
412,245697,-0.6189253976196243,600
413,246297,-2.8401716633445098,600
414,246897,-0.09121889498444741,600
415,247497,-0.013047634085776527,600
416,248097,0.607172551324513,600
417,248697,-4.800963860977156,600
418,249297,0.24106949633253155,600
419,249897,-97.76801110290126,600
420,250497,-490.92231995939915,600
421,251097,-75.18469848464832,600
422,251697,-171.50009515141383,600
423,252297,-69.33937732153234,600
424,252897,-42.565231113112816,600
425,253497,-166.62588297259305,600
426,254097,-480.3619702591933,600
427,254697,-403.86777020098395,600
428,255297,-4.214044726253062,600
429,255897,-544.742657939255,600
430,256497,-343.2185576525509,600
431,257097,-547.3021164694078,600
432,257697,-0.004174649897575156,600
433,258297,-152.74634902706606,600
434,258897,-162.31461356205494,600
435,259497,-0.4619598248203701,600
436,260097,-4.513794689759557,600
437,260697,-4.9285672123436415,600
438,261297,-0.8697333643074918,600
439,261897,-257.8980810978915,600
440,262497,-103.92264883293709,600
441,263097,-361.65274674270745,600
442,263697,0.2667937782314059,600
443,264297,-20.761369787826144,600
444,264897,-182.1637740396948,600
445,265497,-280.42405319852764,600
446,266097,-6.228091811413117,600
447,266697,-207.23537816390333,600
448,267297,-77.04550764635549,600
449,267897,-421.6722475869235,600
450,268497,-0.10890764433522943,600
451,269097,-115.61591451241524,600
452,269697,-352.9972911834026,600
453,270297,-214.27934071430911,600
454,270897,-0.229344309042315,600
455,271497,-136.61960301336353,600
456,272097,-4.8806112946950355,600
457,272697,0.06695132802244391,600
458,273297,-250.56366365138683,600
459,273897,-43.29578009970632,600
460,274497,0.4071160025521042,600
461,275097,-295.87029313578785,600
462,275697,-217.3873648763185,600
463,276297,-0.5534657967856584,600
464,276897,0.2201796243095689,600
465,277497,0.4729278641641233,600
466,278097,-40.722042983645196,600
467,278697,-0.20350974443161046,600
468,279297,-500.08300555604967,600
469,279897,-6.651456059045422,600
470,280497,-4.9056128044258,600
471,281097,-410.70623825717075,600
472,281697,-305.84935753025627,600
473,282297,0.414311003248915,600
474,282897,-28.22336467337689,600
475,283497,0.08908038677666102,600
476,284097,-0.9905285235365935,600
477,284697,-338.09855658641663,600
478,285297,-0.18223375416735305,600
479,285897,-0.36623746209645536,600
480,286497,-7.661273989138879,600
481,287097,-310.58658731533194,600
