#{"t_start": 1769877804.0415854, "env_id": "SocNavGym-v1"}
r,l,t
101.895858,54,1252.636067
98.060316,151,1254.047185
101.108754,36,1254.393243
-441.732089,600,1259.834218
107.282182,93,1260.683654
99.957771,97,1261.509587
23.940208,207,1263.327874
-472.745101,600,1268.591771
104.375775,209,1270.37949
101.941626,71,1271.01859
100.318478,153,1272.295115
105.747343,98,1273.165375
103.219874,41,1273.56346
103.458197,59,1274.085774
102.756973,78,1274.786001
104.007268,58,1275.293249
104.719441,101,1276.200042
105.557121,112,1277.180568
103.640338,89,1277.95855
101.957483,106,1278.893903
102.566359,54,1279.384349
105.810617,73,1280.064793
102.026749,162,1281.43021
106.615029,104,1282.328939
103.019816,76,1282.998993
101.870319,34,1283.357316
104.930057,85,1284.108938
103.360431,51,1284.587321
102.810847,84,1285.330938
101.736944,104,1286.23021
102.441995,99,1287.099228
106.247073,83,1287.852038
108.226849,116,1288.887779
107.183704,88,1289.68004
100.492692,275,1292.111542
101.027889,44,1292.540129
102.834723,42,1292.932532
104.26763,83,1293.657463
103.144769,115,1294.643853
106.177591,114,1295.592635
105.683586,288,1297.968073
103.612274,60,1298.505394
104.751999,213,1300.311068
104.359959,57,1300.873275
101.68684,24,1301.13207
105.113769,72,1301.842967
100.768569,14,1302.016341
103.186999,48,1302.494962
101.217612,19,1302.711131
102.969224,79,1303.463755
100.671202,14,1303.638959
101.827547,23,1303.900499
100.520598,39,1304.289262
100.488742,7,1304.398598
105.348381,89,1305.221495
102.514194,57,1305.777744
104.215733,79,1306.522591
103.752997,48,1306.998234
103.229796,80,1307.761108
106.748593,143,1309.024837
104.743923,86,1309.823284
106.694511,163,1311.30772
103.595082,152,1312.650759
98.889028,144,1313.917623
102.95175,41,1314.319784
97.576733,78,1315.003236
102.5373,50,1315.456607
105.148167,128,1316.573976
105.7632,62,1317.131901
105.889933,67,1317.754759
95.610319,94,1318.541089
99.741395,10,1318.666113
100.994194,31,1318.950043
106.388795,163,1320.300658
107.293232,161,1321.704424
102.619179,41,1322.124828
104.236558,60,1322.704301
103.418672,42,1323.128232
103.357303,57,1323.673267
-529.40499,600,1329.219115
100.722987,10,1329.348684
102.738336,129,1330.508386
102.794518,38,1330.893871
101.886957,33,1331.234933
103.198709,41,1331.636517
104.457725,50,1332.135175
-1.814198,235,1334.234529
105.015198,80,1334.949136
52.846954,135,1336.177649
106.102143,120,1337.23471
101.099828,46,1337.647482
103.736478,48,1338.095723
107.161022,98,1338.920541
103.374236,44,1339.334747
103.543537,42,1339.742702
100.64041,80,1340.426963
102.840107,35,1340.762744
106.307712,79,1341.47004
103.292367,40,1341.87814
101.397308,20,1342.091995
-523.077001,600,1347.717118
103.568716,97,1348.638695
101.016047,227,1350.655903
102.562741,35,1351.009994
105.835087,81,1351.788658
105.428222,64,1352.403779
90.586815,139,1353.713551
101.13757,49,1354.171446
100.688866,34,1354.507424
104.073675,65,1355.105394
104.338616,138,1356.339055
103.429306,63,1356.94324
101.194624,50,1357.40853
101.184733,118,1358.439096
101.248804,26,1358.698859
-510.546786,600,1363.94308
97.974547,141,1365.24578
100.358179,24,1365.495374
102.724936,33,1365.845105
107.930536,122,1366.931928
104.366913,58,1367.483528
103.421651,50,1367.966409
101.189706,20,1368.174799
101.24818,102,1369.076604
92.976111,82,1369.85158
100.632083,11,1369.988503
102.116011,34,1370.322442
51.482536,287,1372.838875
102.370389,73,1373.509402
108.08243,184,1375.1461
100.24468,71,1375.809019
104.656839,213,1377.596423
103.716156,123,1378.599732
50.46835,89,1379.380425
103.38334,42,1379.779513
104.929804,110,1380.727326
104.545291,142,1381.946417
102.325823,29,1382.216019
108.397919,103,1383.112036
104.119819,96,1383.980582
105.930063,149,1385.311014
102.961973,60,1385.89239
104.623428,57,1386.457606
102.484148,36,1386.817749
107.356082,159,1388.259872
101.784605,28,1388.553719
101.469684,362,1391.639428
105.674281,81,1392.398713
100.57957,9,1392.520854
101.507998,20,1392.737218
106.32519,136,1393.956748
103.273329,71,1394.62808
100.776087,14,1394.794696
100.310009,102,1395.730067
106.22451,73,1396.431458
80.077964,182,1398.02022
101.106308,139,1399.148562
100.609772,9,1399.267072
93.543731,423,1402.692251
103.141383,89,1403.44918
105.255651,80,1404.165265
103.11626,52,1404.636387
105.800523,201,1406.401748
102.594629,149,1407.726351
102.669265,48,1408.204803
105.108617,76,1408.92151
102.67989,32,1409.255266
101.239956,171,1410.765973
103.052308,42,1411.165026
106.166446,107,1412.123235
99.840282,33,1412.445451
98.467073,123,1413.514973
107.432471,345,1416.628772
102.526962,41,1417.027864
103.694482,234,1419.034038
100.727277,42,1419.403956
104.782571,59,1419.93927
101.509856,30,1420.22862
103.990718,47,1420.652828
101.845809,285,1422.915493
104.005148,237,1424.849155
106.662703,105,1425.765928
69.508907,202,1427.594442
108.949723,161,1429.015745
100.880346,23,1429.261309
20.147378,260,1431.653608
99.587159,134,1432.800572
105.68017,150,1434.114304
101.452436,17,1434.306501
103.358215,47,1434.758085
104.320962,63,1435.340264
100.237238,135,1436.515804
90.433324,181,1438.168547
105.408873,101,1439.072406
-570.211935,600,1443.918985
105.369689,128,1445.042405
105.83051,104,1445.964183
107.209219,198,1447.716838
100.313218,10,1447.847643
105.639482,78,1448.596235
100.686923,121,1449.725961
103.928263,125,1450.856227
104.173316,54,1451.368115
101.742014,37,1451.751291
102.658698,36,1452.101061
108.685648,158,1453.550994
101.606813,260,1455.764828
15.470924,247,1458.031514
102.279971,85,1458.841895
104.319952,188,1460.562847
107.300912,112,1461.601251
99.90918,103,1462.543231
102.959848,181,1464.059045
102.83641,42,1464.456485
105.128897,77,1468.174841
102.55365,57,1468.775917
101.208748,57,1469.56359
105.103398,57,1470.135431
101.625675,92,1470.950901
103.101866,40,1471.342717
104.024831,48,1471.823927
105.839344,127,1472.994078
104.059612,82,1473.747935
102.32137,47,1474.186954
100.547957,89,1475.013992
107.463261,111,1476.056192
103.21623,68,1476.684208
104.287449,146,1477.983637
104.425322,143,1479.270894
105.708316,91,1480.112999
101.977087,37,1480.48199
104.964096,202,1482.232673
96.082847,147,1483.425233
104.790786,80,1484.126133
104.280283,128,1485.192134
103.405788,54,1485.689442
105.526949,80,1486.40432
100.226113,107,1487.325644
106.464566,98,1488.197809
104.012092,52,1488.674971
94.893784,34,1489.007043
101.341698,40,1489.386142
105.219214,79,1490.137144
67.573536,69,1490.825562
106.237482,239,1492.912098
103.811147,52,1493.423254
102.661371,37,1493.781772
101.301516,16,1493.965637
103.687262,42,1494.386247
104.697351,77,1495.100506
92.971196,282,1497.703029
102.473849,83,1498.469214
105.258747,100,1499.369231
101.947354,182,1500.969893
101.541003,34,1501.301042
104.179956,46,1501.755481
101.44197,80,1502.463854
103.68476,64,1503.055854
100.607918,50,1503.505393
105.608054,63,1504.092916
104.136234,95,1504.919587
106.095758,96,1506.172045
106.487635,121,1507.260002
100.855643,12,1507.409263
101.739861,74,1508.07941
105.882057,119,1509.131438
82.350981,403,1512.956347
62.567916,186,1514.893409
61.453088,178,1516.618162
102.877878,123,1517.768987
95.364527,218,1519.82635
100.460958,154,1521.232379
104.610867,68,1521.875931
104.738883,102,1522.81446
102.939806,66,1523.428666
101.290746,17,1523.621749
98.974024,78,1524.343682
103.34804,50,1524.80292
101.233681,105,1525.684143
103.477277,139,1526.885554
100.457388,68,1527.476168
91.621804,64,1528.080297
104.624629,55,1528.625746
100.436719,20,1528.845735
105.650541,69,1529.530161
106.984021,85,1530.352565
104.889397,63,1530.971252
101.134211,101,1531.908621
96.190303,205,1533.883768
67.500626,315,1536.875196
102.288371,94,1537.72909
106.893096,87,1538.544548
103.995771,81,1539.314463
101.155316,56,1539.851256
101.094087,42,1540.250165
74.5151,175,1541.848238
105.895803,90,1542.695755
104.362842,66,1543.323235
102.440018,97,1544.205904
100.930223,64,1544.810719
101.678128,36,1545.17651
108.424863,102,1546.093503
103.701467,50,1546.576328
105.264509,81,1547.336005
101.58149,23,1547.582243
104.98145,65,1548.204061
101.524657,22,1548.438247
101.021845,17,1548.623753
51.38815,197,1550.410687
-501.006154,600,1555.880292
106.404845,139,1557.40375
102.732658,143,1558.847319
103.301821,58,1559.409663
102.525137,142,1560.69344
105.735745,109,1561.701795
102.538455,38,1562.08621
106.915723,183,1563.67721
101.435969,120,1564.767198
98.197519,79,1565.490367
104.30002,67,1566.11786
104.170336,63,1566.734159
101.549151,59,1567.278138
102.199717,26,1567.545019
100.7633,44,1567.955355
101.615498,51,1568.422771
101.846106,22,1568.665812
104.595685,113,1569.709308
107.547419,112,1570.770636
-555.122466,600,1576.239311
100.880918,11,1576.383553
105.278622,140,1577.678573
102.701502,42,1578.101093
104.02796,139,1579.351352
100.81117,64,1579.942535
105.754286,78,1580.69228
104.02335,54,1581.212651
100.699222,10,1581.343455
103.247127,171,1582.861104
99.904044,167,1584.351661
106.164942,78,1585.113545
104.44836,118,1586.217495
101.232212,33,1586.542626
105.942522,106,1587.537829
101.527491,65,1588.154125
107.029758,164,1589.617055
102.537637,50,1590.113884
100.802086,12,1590.272875
102.520553,74,1590.969568
105.843168,91,1591.805064
105.036647,60,1592.380301
103.925771,124,1593.502594
103.8457,51,1593.993265
101.953604,35,1594.330786
105.144609,74,1595.006038
89.861416,69,1595.641584
100.692903,14,1595.804016
102.275641,27,1596.071131
106.363901,89,1596.869048
103.906576,63,1597.465826
106.51893,106,1598.401319
106.655373,93,1599.250258
-480.74944,600,1604.943511
102.662577,85,1605.753204
107.275849,104,1606.740261
107.581179,90,1607.596028
103.385149,46,1608.048402
104.436684,60,1608.615924
101.764731,25,1608.88238
99.902052,39,1609.271333
91.241588,141,1610.532185
101.113895,80,1611.283212
105.795595,77,1612.00218
99.788662,63,1612.592158
105.695634,147,1613.893615
100.886549,93,1614.665844
104.318705,72,1615.286572
101.363788,282,1617.624916
103.555704,75,1618.283829
105.631523,107,1619.203962
100.261349,25,1619.448651
102.721702,209,1621.217332
104.956452,121,1622.332391
102.10513,78,1623.054588
97.775069,190,1624.713804
104.862597,60,1625.295389
105.563262,108,1626.285648
103.172599,56,1626.82864
106.979941,144,1628.173773
106.271278,134,1629.401001
106.192815,81,1630.171587
103.500462,82,1630.943143
107.005923,88,1631.801984
102.557434,72,1632.484905
102.352098,75,1633.153394
105.843091,99,1634.049201
102.655937,31,1634.351119
100.553158,91,1635.142213
105.300459,100,1636.024943
95.735113,207,1637.778574
101.767683,71,1638.405489
104.804883,139,1639.598434
105.322192,137,1640.787623
103.938928,46,1641.224111
100.435413,32,1641.529104
93.960665,215,1643.453776
101.096894,156,1644.82086
102.743066,194,1646.559655
103.469024,51,1647.097128
105.859382,97,1648.028721
104.600369,233,1650.12603
104.415841,78,1650.859316
104.000196,54,1651.369711
105.639843,100,1652.296358
102.745942,45,1652.730675
100.815852,17,1652.914845
106.314321,169,1654.368718
99.979773,154,1655.620015
100.484291,7,1655.719152
108.081728,109,1656.689301
105.17078,92,1657.478834
101.619159,38,1657.813105
104.03191,147,1659.046084
104.66485,464,1662.818242
98.360964,184,1664.468527
104.57433,78,1665.183483
104.452409,49,1665.65489
104.996342,78,1666.378834
-577.253986,600,1671.941006
103.941374,63,1672.539375
-570.538209,600,1677.554825
106.740347,122,1678.56298
103.643205,53,1679.049654
101.126689,77,1679.710964
104.54436,73,1680.334365
102.901465,63,1680.924685
102.31086,152,1682.270452
102.974683,79,1683.021337
104.539824,63,1683.627878
-371.934508,600,1689.12753
104.074743,107,1690.123525
103.219658,50,1690.610641
102.810768,57,1691.168963
100.810531,12,1691.314301
98.974497,181,1692.898554
98.087151,85,1693.68814
104.193825,57,1694.236193
98.931846,137,1695.438651
103.177217,42,1695.85034
101.766445,25,1696.117378
101.383396,50,1696.583893
100.426057,46,1697.006026
106.929294,182,1698.55877
104.603101,59,1699.11386
100.948444,13,1699.272157
105.750709,121,1700.306334
105.979809,72,1701.018638
100.275479,59,1701.576461
105.010026,172,1703.089825
107.356982,130,1704.303654
100.33921,20,1704.524741
103.224885,88,1705.347009
101.151278,17,1705.554615
102.439511,112,1706.59028
103.840402,53,1707.104577
106.463857,82,1707.917991
102.665185,85,1708.719248
103.897348,63,1709.331009
104.572474,142,1710.577896
104.19335,58,1711.149285
106.232104,81,1711.909021
101.625756,39,1712.298949
105.870146,73,1712.989443
105.851389,96,1713.847103
103.574102,56,1714.342233
81.794838,266,1716.796865
90.782314,194,1718.48665
104.428088,68,1719.126001
99.432106,36,1719.492214
102.875689,43,1719.937171
107.722345,111,1720.953076
104.193297,58,1721.517735
103.358945,67,1722.124711
103.08601,85,1722.877366
93.64308,196,1724.692203
104.297091,103,1725.63953
100.79798,13,1725.794617
104.885653,73,1726.469037
106.323134,154,1727.841905
102.870149,58,1728.404426
105.444728,140,1729.651674
107.967661,106,1730.656626
103.707603,114,1731.737059
-559.836615,600,1737.506736
103.938395,56,1738.044856
104.354533,51,1738.54487
105.35328,72,1739.219207
104.105061,152,1740.571529
101.179063,144,1741.854247
102.684762,47,1742.299559
102.799681,51,1742.762816
101.068199,21,1742.981879
102.385143,37,1743.34697
98.304181,86,1744.087484
103.591385,68,1744.703399
103.869228,69,1745.338294
100.514077,10,1745.462976
102.101803,92,1746.294561
99.421186,29,1746.583626
95.655675,165,1748.044478
105.333236,155,1749.447604
103.812589,60,1750.021754
104.429734,103,1751.009965
102.744041,69,1751.669839
106.800903,115,1752.708184
101.697404,25,1752.980305
105.078798,68,1753.634882
101.135244,18,1753.839873
105.23417,120,1754.951894
104.593544,57,1755.509822
106.292906,81,1756.250963
103.886917,150,1757.572188
106.157588,77,1758.307205
96.543812,137,1759.498016
108.096963,121,1760.623559
103.554482,42,1761.051154
102.686392,135,1762.27317
102.986453,49,1762.760755
102.274466,29,1763.063727
101.751607,24,1763.328878
102.709366,98,1764.229083
82.643942,98,1765.197822
100.221986,19,1765.409576
102.736346,87,1766.206463
105.477111,75,1766.918359
104.368557,75,1767.629517
102.756519,73,1768.342793
101.956865,29,1768.645043
101.571879,18,1768.852171
104.540942,89,1769.666094
107.636283,123,1770.803411
103.073586,77,1771.516376
105.908787,157,1772.882611
98.748262,57,1773.438087
101.38371,140,1774.698934
102.494473,66,1775.339593
106.791185,158,1776.774108
102.14582,49,1777.249225
103.934526,84,1778.024238
103.8301,84,1778.790771
100.82721,16,1778.978662
105.113262,129,1780.139668
108.144491,153,1781.530856
100.561907,10,1781.663597
98.113241,186,1783.388376
103.419802,65,1783.99983
100.615735,13,1784.150869
105.36506,75,1784.866871
102.656243,54,1785.382977
105.548214,67,1786.014717
106.218726,97,1786.928761
104.562267,86,1787.727578
101.923706,60,1788.334695
103.253466,99,1789.273379
100.947805,117,1790.309894
101.290813,23,1790.557986
102.529234,51,1791.038223
103.179753,37,1791.410974
108.078998,131,1792.647754
105.828136,71,1793.338291
105.469881,73,1794.04857
101.77122,24,1794.312612
100.161224,129,1795.474592
104.181496,144,1796.749729
104.087442,69,1797.419712
100.58991,11,1797.562611
106.407499,104,1798.529777
90.691882,138,1799.864218
100.764926,12,1800.021972
107.605,93,1800.923674
102.854437,47,1801.386943
106.701453,105,1802.385808
101.291746,15,1802.565651
104.27583,139,1803.841422
103.832992,67,1804.479054
104.07028,55,1805.004378
101.275928,104,1805.972921
106.311455,185,1807.624472
-542.351403,600,1813.029346
104.200325,55,1813.591649
102.619606,55,1814.116481
102.761028,43,1814.534288
102.778445,48,1815.004786
106.10874,132,1816.199896
103.921114,52,1816.729662
105.914608,126,1817.836993
104.350779,206,1819.612269
60.667811,216,1821.606501
101.853553,54,1822.111359
98.822809,96,1823.019924
106.835475,106,1824.016495
-539.918246,600,1829.471685
100.555491,23,1829.710123
102.929879,61,1830.28408
-17.134478,217,1832.179145
106.221682,156,1833.477728
100.377786,8,1833.580423
103.097109,40,1833.966511
-574.815996,600,1839.237133
102.774143,38,1839.626081
102.396154,41,1840.018979
105.949437,93,1840.875531
102.818527,80,1841.622234
101.249561,28,1844.856452
103.276689,99,1845.849788
105.280442,118,1847.141967
104.108819,50,1847.628986
104.499178,61,1848.173645
102.815211,67,1848.774359
104.526401,60,1849.340647
102.815188,46,1849.774464
101.279895,52,1850.235859
102.726819,88,1851.000418
101.669272,20,1851.218936
104.709854,76,1851.944977
106.343714,78,1852.684443
100.999745,29,1852.976483
107.399028,92,1853.870839
104.541437,106,1854.865829
107.139429,99,1855.811468
100.299696,8,1855.922286
101.628182,53,1856.434263
100.833598,29,1856.7187
106.992829,108,1857.709305
100.321708,91,1858.546818
100.300127,10,1858.686691
101.480637,75,1859.406814
104.802996,59,1859.977876
105.703174,92,1860.816558
101.051132,151,1862.138973
104.658241,53,1862.624288
103.910214,92,1863.420021
105.846771,94,1864.238116
68.251865,194,1866.08753
106.215982,105,1867.087291
104.764368,63,1867.701307
105.038629,65,1868.337831
105.767395,93,1869.199234
105.23306,144,1870.506213
108.031059,130,1871.705713
103.779723,116,1872.78251
101.668124,34,1873.123048
105.709995,69,1873.806081
104.535966,65,1874.430818
100.419282,46,1874.878654
104.494732,67,1875.549028
100.982603,13,1875.717878
104.675498,131,1876.904042
107.355125,144,1878.236634
103.369094,47,1878.693737
97.448247,289,1881.161695
105.790655,68,1881.823845
102.45285,110,1882.845452
101.921278,99,1883.810511
101.877266,24,1884.072042
104.717122,58,1884.634785
105.89053,102,1885.596427
106.254474,74,1886.328206
101.092708,34,1886.667975
100.193315,97,1887.579099
102.551929,60,1888.141427
106.352614,90,1889.63678
105.528115,94,1890.68598
100.197847,5,1890.774826
107.465553,114,1892.001491
102.020836,27,1892.28215
104.814614,70,1892.927121
106.377261,97,1893.833209
100.902477,57,1894.378166
102.994192,52,1894.87903
102.369064,36,1895.251314
100.531666,60,1895.799376
104.785803,102,1896.715675
104.812351,141,1897.989173
100.487863,9,1898.107597
104.226941,109,1899.096438
104.423847,59,1899.66628
100.816216,48,1900.104989
102.249698,50,1900.572768
102.186308,30,1900.871501
101.744325,29,1901.158747
102.662979,71,1901.81844
105.679625,96,1902.70863
101.689726,24,1902.967183
102.778219,93,1903.802449
103.789867,51,1904.309891
104.011998,84,1905.080983
100.953206,13,1905.240587
103.341176,43,1905.673032
103.576807,87,1906.478858
107.150331,125,1907.596684
105.391072,74,1908.299475
105.768219,105,1909.204856
101.970819,56,1909.718221
102.677336,36,1910.0744
92.083827,55,1910.60097
103.330942,115,1911.622345
60.820606,150,1912.980661
103.306594,62,1913.56239
102.044876,27,1913.847626
106.300273,84,1914.643762
104.778544,59,1915.207384
103.916232,51,1915.708161
103.840017,46,1916.169658
103.609548,62,1916.755451
105.65833,145,1918.035223
107.822618,133,1919.222667
100.59468,11,1919.356272
103.013522,54,1919.873696
101.517643,27,1920.168386
105.821382,72,1920.860628
104.700397,92,1921.735345
-12.269852,247,1924.047229
104.330744,91,1924.9337
100.862292,13,1925.094098
104.94706,159,1926.540014
106.244223,88,1927.389102
100.420724,236,1929.463799
102.071446,33,1929.80885
105.351726,71,1930.475227
101.181633,50,1930.939361
104.529918,96,1931.85339
107.060355,86,1932.672953
105.22194,65,1933.286914
101.312786,20,1933.535484
103.469821,69,1934.302774
102.580103,67,1935.081663
103.037002,43,1935.590974
107.615344,112,1936.665302
105.730513,247,1938.882572
105.128533,97,1939.810543
103.245265,204,1941.791208
103.889432,73,1942.485635
103.393572,197,1944.182322
76.808891,143,1945.482392
-163.753074,451,1949.508986
-101.098934,304,1952.235547
104.842527,98,1953.136312
105.400353,106,1954.103006
103.872672,113,1955.147868
34.568398,156,1956.595554
101.182666,191,1958.443403
103.076754,75,1959.168648
104.609827,60,1959.71582
103.4039,49,1960.19014
103.715217,63,1960.786861
103.995494,83,1961.576858
100.034256,92,1962.373403
103.651968,243,1964.563832
104.175723,75,1965.234213
100.91348,42,1965.620434
108.414133,121,1966.653133
102.878654,157,1967.91427
102.078255,35,1968.254293
101.911222,60,1968.786571
104.291965,131,1969.955578
106.08074,138,1971.196658
104.550573,54,1971.721076
104.516173,52,1972.224917
103.802486,46,1972.684501
103.522569,120,1973.824286
103.101372,38,1974.198181
104.812226,89,1975.045162
106.729865,121,1976.161164
101.740307,33,1976.48514
106.306976,90,1977.330927
107.59117,87,1978.142536
102.850328,76,1978.901567
101.442215,54,1979.49403
102.233286,37,1979.905898
107.90399,180,1981.474384
107.470839,93,1982.280903
101.012534,20,1982.493535
104.245316,52,1982.97347
107.424995,139,1984.200476
107.071667,144,1985.465726
101.510315,20,1985.690965
100.02643,141,1987.04784
103.143473,39,1987.467737
94.692805,79,1988.18124
102.094557,60,1988.783422
101.547416,44,1989.211635
100.897169,60,1989.777288
105.031293,164,1991.249236
102.60226,36,1991.615076
103.201419,123,1992.678429
107.176096,167,1994.199731
104.126327,57,1994.747114
102.771771,55,1995.268964
94.126389,117,1996.294137
102.687843,30,1996.589994
102.60689,47,1997.027075
104.747191,114,1998.019132
105.181516,79,1998.722744
102.566895,36,1999.057772
102.855843,98,1999.908634
100.737279,17,2000.096269
104.31469,56,2000.614253
105.233932,120,2001.626355
104.387491,120,2002.674989
104.866559,87,2003.501347
96.812824,64,2004.162032
108.073723,179,2005.756375
107.943801,118,2006.8595
103.434325,108,2007.846894
103.998453,61,2008.422087
101.08571,24,2008.678327
102.138578,35,2009.036469
103.491662,60,2009.644661
103.606674,144,2010.95238
103.402483,116,2012.011117
102.456729,55,2012.520953
103.098392,59,2013.052752
106.310681,86,2013.821808
103.914543,125,2014.89893
105.072477,114,2015.890471
103.427396,90,2016.679018
105.184159,100,2017.550824
101.67832,33,2017.866805
106.337343,73,2018.540957
103.533144,46,2018.963714
103.064216,37,2019.321053
106.361604,112,2020.347332
103.38021,67,2021.003489
106.731935,113,2022.050548
100.156661,237,2024.20148
101.167104,36,2024.58117
102.879682,48,2025.073216
104.853482,53,2025.614208
106.847559,75,2026.354797
102.525417,42,2026.773081
41.842209,206,2028.687119
102.917153,82,2029.449214
103.164116,248,2031.508258
105.558972,101,2032.404098
103.984916,55,2032.909354
102.791955,40,2033.277015
104.772905,58,2033.809778
103.182938,51,2034.279566
106.848353,310,2036.840248
106.077048,87,2037.654219
106.275325,120,2038.749383
104.884874,67,2039.390695
102.25654,81,2040.164433
102.078006,42,2040.568723
103.782276,43,2041.01543
102.172792,35,2041.371632
106.22766,106,2042.370712
105.311994,64,2042.987129
97.929358,35,2043.323481
105.165414,75,2044.022373
103.255813,55,2044.539389
103.951895,71,2045.193021
106.630884,80,2045.96808
105.070798,66,2046.57817
102.333999,30,2046.876659
103.172301,178,2048.353487
102.555848,64,2048.921092
100.467224,217,2050.763977
103.340264,42,2051.153132
104.591051,82,2051.873073
102.794306,47,2052.301244
101.062824,14,2052.467112
100.566909,11,2052.599851
102.266915,38,2052.953746
104.182472,69,2053.579714
104.491418,98,2054.480604
104.492012,82,2055.272966
104.209432,66,2055.913885
100.423867,19,2056.124149
103.501594,59,2056.677501
104.377294,116,2057.768231
102.486916,74,2058.448345
109.930562,240,2060.612201
101.421164,25,2060.873486
105.675461,79,2061.621608
105.626198,101,2062.568924
100.608799,11,2062.711528
102.866393,149,2063.9928
105.438585,65,2064.582158
103.235008,63,2065.152928
-554.499935,600,2070.333337
102.719332,79,2071.085011
106.474081,103,2072.025734
95.721624,320,2074.998253
104.998237,98,2075.919945
104.499247,100,2076.856738
98.950752,99,2077.751805
102.998693,45,2078.188721
103.354393,95,2079.065736
104.841512,83,2079.868371
104.253812,309,2082.436794
100.39477,74,2083.065367
105.211975,66,2083.654082
88.198015,111,2084.650465
101.684881,38,2084.995558
98.624439,135,2086.168757
79.051243,143,2087.486069
102.536168,42,2087.896658
103.860686,65,2088.513907
104.159013,110,2089.512641
105.479708,109,2090.531044
104.786387,60,2091.11012
105.4435,72,2091.797039
102.675042,89,2092.592397
103.131888,56,2093.119364
102.909784,98,2094.038811
106.005533,123,2095.143985
105.591971,162,2096.576636
104.837361,69,2097.232578
101.590089,35,2097.566702
104.526284,55,2098.077441
105.628196,161,2099.458687
106.35379,111,2100.437257
103.502011,97,2101.316673
101.413305,25,2101.560646
66.404834,470,2105.540693
98.99283,149,2106.860983
104.195309,89,2107.699093
106.571199,135,2108.938527
56.218838,251,2111.274965
102.653356,35,2111.642816
103.292711,51,2112.120013
101.533342,131,2113.322142
105.336563,62,2113.91983
97.43191,86,2114.735038
100.202564,16,2114.917024
101.450844,34,2115.266343
108.709463,130,2116.418085
101.515343,141,2117.648491
103.750786,69,2118.26748
105.18885,67,2118.87185
104.423515,52,2119.356831
103.736748,98,2120.219246
103.870673,90,2121.017944
106.025031,137,2122.193533
103.941308,51,2122.671335
106.21188,129,2123.826486
103.532425,47,2124.27473
103.062382,48,2124.752449
104.376085,85,2125.562971
104.720454,137,2126.783548
98.252063,136,2127.99825
104.643232,240,2130.144321
101.82604,37,2130.517873
103.315364,95,2131.395928
103.110701,111,2132.364346
106.4377,189,2133.953786
103.514934,151,2135.230415
101.343874,84,2135.944511
98.985307,72,2136.55785
100.549967,11,2136.691938
104.56472,91,2137.490333
104.610169,52,2137.971169
101.797999,27,2138.231308
101.534172,39,2138.584454
105.46022,75,2139.245264
104.934005,64,2139.821731
101.353447,39,2140.176617
104.244379,103,2141.074476
105.470095,94,2141.944113
104.353297,75,2142.650254
101.592637,20,2142.863154
103.063508,114,2143.934309
101.084617,54,2144.45865
102.648643,60,2145.020897
102.332587,50,2145.488574
103.576188,129,2146.60283
107.865658,95,2147.488819
100.751798,92,2148.309765
103.489868,61,2148.873923
93.586918,206,2150.806515
-501.042961,600,2156.152355
105.718194,177,2157.660093
103.761194,77,2158.352188
104.505398,77,2159.058881
91.952154,82,2159.818898
100.82689,13,2159.96724
102.984355,52,2160.444753
104.663314,67,2161.049945
102.216475,121,2162.110526
100.910972,61,2162.672728
101.637777,24,2162.920481
105.775382,72,2163.585792
95.976771,54,2164.127054
102.25008,33,2164.440172
96.31869,155,2165.826257
82.263801,134,2167.067867
103.828297,57,2167.61628
103.120784,86,2168.432726
100.115765,178,2170.050091
103.328207,43,2170.477851
105.339085,79,2171.247421
99.519122,61,2171.835952
102.714601,49,2172.314713
102.284069,30,2172.618658
103.428134,57,2173.167558
101.192606,99,2174.043855
-511.316657,600,2179.565254
102.767281,326,2182.368608
100.729028,21,2182.597555
103.348745,78,2183.316895
103.677482,252,2185.489006
104.947482,98,2186.385819
100.186328,4,2186.463537
104.603118,73,2187.136944
106.945571,112,2188.140512
102.615405,31,2188.452516
105.591033,139,2189.693347
103.987184,46,2190.158614
101.172136,102,2191.123818
103.396057,67,2191.793884
107.090496,219,2193.709844
101.517711,31,2194.01782
105.974612,82,2194.779799
90.05997,156,2196.179327
104.649195,75,2196.873039
102.008303,97,2197.732466
102.010043,28,2198.01939
102.349674,76,2198.73864
104.419587,83,2199.520379
103.241068,112,2200.532691
101.929013,34,2200.855075
105.355785,121,2201.886105
101.892981,154,2203.168992
103.397187,66,2203.749029
100.69297,39,2204.11456
103.679958,154,2205.421131
102.469489,36,2205.777934
102.777989,91,2206.591567
103.342835,57,2209.985196
94.537064,194,2212.072418
108.248633,141,2213.393078
106.359411,151,2214.763988
102.648356,59,2215.325371
102.973426,45,2215.746014
108.694374,104,2216.715214
105.139212,158,2218.098324
103.14454,42,2218.528992
103.635956,77,2219.261631
102.066136,41,2219.672047
110.731571,135,2220.934591
95.649306,174,2222.475207
104.782442,106,2223.471899
101.416731,27,2223.746513
101.746678,23,2223.993298
101.097588,75,2224.670224
106.959732,228,2226.658471
102.101002,39,2227.038571
102.70157,66,2227.65562
101.766038,37,2228.034103
100.981674,100,2228.926977
105.662022,87,2229.748193
92.615091,147,2231.126318
106.896061,89,2231.957054
106.145466,81,2232.740643
105.601385,71,2233.431108
104.256666,119,2234.501245
97.360063,97,2235.406733
104.520285,66,2236.037404
103.390525,54,2236.539428
103.421558,105,2237.482954
101.664151,57,2238.01794
